aero_map_id,setup_id,speed_mps,front_height_m,rear_height_m,yaw_deg,drs,cl_front,cl_rear,cd,downforce_n,drag_n,data_source_type,synthetic_flag,model_version,data_version,generation_timestamp,random_seed,validation_status
26,1,0,0.04,0.06,-5,1,1.4412844213,1.44086654234,0.628950929399,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
27,1,0,0.04,0.06,0,0,1.47408089755,1.96487134632,0.759513328535,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
28,1,0,0.04,0.06,0,1,1.47408089755,1.47365350974,0.622800929399,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
29,1,0,0.04,0.06,5,0,1.4412844213,1.92115538979,0.767013328535,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
30,1,0,0.04,0.06,5,1,1.4412844213,1.44086654234,0.628950929399,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
31,1,0,0.04,0.085,-5,0,1.3359681033,1.7631809128,0.757588459025,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
32,1,0,0.04,0.085,-5,1,1.3359681033,1.3223856846,0.6212225364,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
33,1,0,0.04,0.085,0,0,1.36636810314,1.80330215471,0.750088459025,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
34,1,0,0.04,0.085,0,1,1.36636810314,1.35247661603,0.6150725364,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
35,1,0,0.04,0.085,5,0,1.3359681033,1.7631809128,0.757588459025,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
36,1,0,0.04,0.085,5,1,1.3359681033,1.3223856846,0.6212225364,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
37,1,0,0.055,0.04,-5,0,1.26020350368,1.64953401336,0.750808204278,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
38,1,0,0.055,0.04,-5,1,1.26020350368,1.23715051002,0.615662727508,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
39,1,0,0.055,0.04,0,0,1.28887947746,1.68706921619,0.743308204278,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
40,1,0,0.055,0.04,0,1,1.28887947746,1.26530191214,0.609512727508,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
41,1,0,0.055,0.04,5,0,1.26020350368,1.64953401336,0.750808204278,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
42,1,0,0.055,0.04,5,1,1.26020350368,1.23715051002,0.615662727508,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
43,1,0,0.055,0.06,-5,0,1.28783310339,1.69097841292,0.753280806595,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
44,1,0,0.055,0.06,-5,1,1.28783310339,1.26823380969,0.617690261408,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
45,1,0,0.055,0.06,0,0,1.31713778965,1.72945668448,0.745780806595,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
46,1,0,0.055,0.06,0,1,1.31713778965,1.29709251336,0.611540261408,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
47,1,0,0.055,0.06,5,0,1.28783310339,1.69097841292,0.753280806595,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
48,1,0,0.055,0.06,5,1,1.28783310339,1.26823380969,0.617690261408,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
49,1,0,0.055,0.085,-5,0,1.21719855787,1.58502659465,0.746959645856,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
50,1,0,0.055,0.085,-5,1,1.21719855787,1.18876994599,0.612506909602,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
51,1,0,0.055,0.085,0,0,1.24489595264,1.62109392897,0.739459645856,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
52,1,0,0.055,0.085,0,1,1.24489595264,1.21582044672,0.606356909602,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
53,1,0,0.055,0.085,5,0,1.21719855787,1.58502659465,0.746959645856,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
54,1,0,0.055,0.085,5,1,1.21719855787,1.18876994599,0.612506909602,0,0,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
55,1,30,0.025,0.04,-5,0,1.39409979229,1.85037844628,0.762790725811,2682.77794351,630.732581405,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
56,1,30,0.025,0.04,-5,1,1.39409979229,1.38778383471,0.625488395165,2300.27002407,517.200716752,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
57,1,30,0.025,0.04,0,0,1.42582258069,1.89248387104,0.755290725811,2743.82464727,624.531018905,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
58,1,30,0.025,0.04,0,1,1.42582258069,1.41936290328,0.619338395165,2352.61274706,512.115435502,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
59,1,30,0.025,0.04,5,0,1.39409979229,1.85037844628,0.762790725811,2682.77794351,630.732581405,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
60,1,30,0.025,0.04,5,1,1.39409979229,1.38778383471,0.625488395165,2300.27002407,517.200716752,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
61,1,30,0.025,0.06,-5,0,1.43471480593,1.91130096673,0.766425406656,2766.73679201,633.738008128,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
62,1,30,0.025,0.06,-5,1,1.43471480593,1.43347572505,0.628468833458,2371.6350453,519.665166665,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
63,1,30,0.025,0.06,0,0,1.46736179035,1.95479268553,0.758925406656,2829.69398224,627.536445628,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
64,1,30,0.025,0.06,0,1,1.46736179035,1.46609451414,0.622318833458,2425.60168178,514.579885415,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
65,1,30,0.025,0.06,5,0,1.43471480593,1.91130096673,0.766425406656,2766.73679201,633.738008128,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
66,1,30,0.025,0.06,5,1,1.43471480593,1.43347572505,0.628468833458,2371.6350453,519.665166665,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
67,1,30,0.025,0.085,-5,0,1.33088329698,1.75555370331,0.757133414289,2552.09759462,626.05469194,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
68,1,30,0.025,0.085,-5,1,1.33088329698,1.31666527749,0.620849399717,2189.19172751,513.364847391,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
69,1,30,0.025,0.085,0,0,1.36116759187,1.79550138781,0.749633414289,2610.17066258,619.85312944,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
70,1,30,0.025,0.085,0,1,1.36116759187,1.34662604086,0.614699399717,2239.00686006,508.279566141,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
71,1,30,0.025,0.085,5,0,1.33088329698,1.75555370331,0.757133414289,2552.09759462,626.05469194,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
72,1,30,0.025,0.085,5,1,1.33088329698,1.31666527749,0.620849399717,2189.19172751,513.364847391,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
73,1,30,0.04,0.04,-5,0,1.40008860574,1.85936166646,0.763326671108,2695.15794382,631.175741172,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
74,1,30,0.04,0.04,-5,1,1.40008860574,1.39452124984,0.625927870308,2310.79302434,517.564107761,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
75,1,30,0.04,0.04,0,0,1.4319476698,1.9016715047,0.755826671108,2756.48635491,624.974178672,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
76,1,30,0.04,0.04,0,1,1.4319476698,1.42625362853,0.619777870308,2363.37519855,512.478826511,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
77,1,30,0.04,0.04,5,0,1.40008860574,1.85936166646,0.763326671108,2695.15794382,631.175741172,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
78,1,30,0.04,0.04,5,1,1.40008860574,1.39452124984,0.625927870308,2310.79302434,517.564107761,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
79,1,30,0.04,0.06,-5,0,1.4412844213,1.92115538979,0.767013328535,2780.31741879,634.224146033,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
80,1,30,0.04,0.06,-5,1,1.4412844213,1.44086654234,0.628950929399,2383.17857806,520.063799747,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
81,1,30,0.04,0.06,0,0,1.47408089755,1.96487134632,0.759513328535,2843.58363665,628.022583533,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
82,1,30,0.04,0.06,0,1,1.47408089755,1.47365350974,0.622800929399,2437.40788803,514.978518497,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
83,1,30,0.04,0.06,5,0,1.4412844213,1.92115538979,0.767013328535,2780.31741879,634.224146033,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
84,1,30,0.04,0.06,5,1,1.4412844213,1.44086654234,0.628950929399,2383.17857806,520.063799747,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
85,1,30,0.04,0.085,-5,0,1.3359681033,1.7631809128,0.757588459025,2562.60884269,626.430957056,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
86,1,30,0.04,0.085,-5,1,1.3359681033,1.3223856846,0.6212225364,2198.12628837,513.673384786,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
87,1,30,0.04,0.085,0,0,1.36636810314,1.80330215471,0.750088459025,2620.92109446,620.229394556,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
88,1,30,0.04,0.085,0,1,1.36636810314,1.35247661603,0.6150725364,2248.14472716,508.588103536,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
89,1,30,0.04,0.085,5,0,1.3359681033,1.7631809128,0.757588459025,2562.60884269,626.430957056,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
90,1,30,0.04,0.085,5,1,1.3359681033,1.3223856846,0.6212225364,2198.12628837,513.673384786,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
91,1,30,0.055,0.04,-5,0,1.26020350368,1.64953401336,0.750808204278,2405.9892094,620.824533912,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
92,1,30,0.055,0.04,-5,1,1.26020350368,1.23715051002,0.615662727508,2064.99960008,509.076117808,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
93,1,30,0.055,0.04,0,0,1.28887947746,1.68706921619,0.743308204278,2460.73757606,614.622971412,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
94,1,30,0.055,0.04,0,1,1.28887947746,1.26530191214,0.609512727508,2111.98873653,503.990836558,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
95,1,30,0.055,0.04,5,0,1.26020350368,1.64953401336,0.750808204278,2405.9892094,620.824533912,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
96,1,30,0.055,0.04,5,1,1.26020350368,1.23715051002,0.615662727508,2064.99960008,509.076117808,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
97,1,30,0.055,0.06,-5,0,1.28783310339,1.69097841292,0.753280806595,2463.10477255,622.869066953,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
98,1,30,0.055,0.06,-5,1,1.28783310339,1.26823380969,0.617690261408,2113.54782875,510.752634901,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
99,1,30,0.055,0.06,0,0,1.31713778965,1.72945668448,0.745780806595,2519.1528058,616.667504453,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
100,1,30,0.055,0.06,0,1,1.31713778965,1.29709251336,0.611540261408,2161.6416818,505.667353651,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
101,1,30,0.055,0.06,5,0,1.28783310339,1.69097841292,0.753280806595,2463.10477255,622.869066953,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
102,1,30,0.055,0.06,5,1,1.28783310339,1.26823380969,0.617690261408,2113.54782875,510.752634901,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
103,1,30,0.055,0.085,-5,0,1.21719855787,1.58502659465,0.746959645856,2317.089923,617.642257167,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
104,1,30,0.055,0.085,-5,1,1.21719855787,1.18876994599,0.612506909602,1989.43520663,506.466650877,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
105,1,30,0.055,0.085,0,0,1.24489595264,1.62109392897,0.739459645856,2369.81538336,611.440694667,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
106,1,30,0.055,0.085,0,1,1.24489595264,1.21582044672,0.606356909602,2034.70487273,501.381369627,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
107,1,30,0.055,0.085,5,0,1.21719855787,1.58502659465,0.746959645856,2317.089923,617.642257167,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
108,1,30,0.055,0.085,5,1,1.21719855787,1.18876994599,0.612506909602,1989.43520663,506.466650877,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
109,1,50,0.025,0.04,-5,0,1.39409979229,1.85037844628,0.762790725811,7452.16095421,1752.03494835,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
110,1,50,0.025,0.04,-5,1,1.39409979229,1.38778383471,0.625488395165,6389.63895576,1436.66865764,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
111,1,50,0.025,0.04,0,0,1.42582258069,1.89248387104,0.755290725811,7621.73513132,1734.80838585,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
112,1,50,0.025,0.04,0,1,1.42582258069,1.41936290328,0.619338395165,6535.0354085,1422.54287639,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
113,1,50,0.025,0.04,5,0,1.39409979229,1.85037844628,0.762790725811,7452.16095421,1752.03494835,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
114,1,50,0.025,0.04,5,1,1.39409979229,1.38778383471,0.625488395165,6389.63895576,1436.66865764,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
115,1,50,0.025,0.06,-5,0,1.43471480593,1.91130096673,0.766425406656,7685.37997782,1760.38335591,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
116,1,50,0.025,0.06,-5,1,1.43471480593,1.43347572505,0.628468833458,6587.87512583,1443.51435185,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
117,1,50,0.025,0.06,0,0,1.46736179035,1.95479268553,0.758925406656,7860.26106178,1743.15679341,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
118,1,50,0.025,0.06,0,1,1.46736179035,1.46609451414,0.622318833458,6737.78244939,1429.3885706,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
119,1,50,0.025,0.06,5,0,1.43471480593,1.91130096673,0.766425406656,7685.37997782,1760.38335591,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
120,1,50,0.025,0.06,5,1,1.43471480593,1.43347572505,0.628468833458,6587.87512583,1443.51435185,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
121,1,50,0.025,0.085,-5,0,1.33088329698,1.75555370331,0.757133414289,7089.15998505,1739.04081094,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
122,1,50,0.025,0.085,-5,1,1.33088329698,1.31666527749,0.620849399717,6081.08813198,1426.01346497,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
123,1,50,0.025,0.085,0,0,1.36116759187,1.79550138781,0.749633414289,7250.47406271,1721.81424844,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
124,1,50,0.025,0.085,0,1,1.36116759187,1.34662604086,0.614699399717,6219.46350018,1411.88768372,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
125,1,50,0.025,0.085,5,0,1.33088329698,1.75555370331,0.757133414289,7089.15998505,1739.04081094,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
126,1,50,0.025,0.085,5,1,1.33088329698,1.31666527749,0.620849399717,6081.08813198,1426.01346497,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
127,1,50,0.04,0.04,-5,0,1.40008860574,1.85936166646,0.763326671108,7486.54984396,1753.2659477,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
128,1,50,0.04,0.04,-5,1,1.40008860574,1.39452124984,0.625927870308,6418.86951205,1437.67807711,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
129,1,50,0.04,0.04,0,0,1.4319476698,1.9016715047,0.755826671108,7656.90654143,1736.0393852,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
130,1,50,0.04,0.04,0,1,1.4319476698,1.42625362853,0.619777870308,6564.93110709,1423.55229586,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
131,1,50,0.04,0.04,5,0,1.40008860574,1.85936166646,0.763326671108,7486.54984396,1753.2659477,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
132,1,50,0.04,0.04,5,1,1.40008860574,1.39452124984,0.625927870308,6418.86951205,1437.67807711,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
133,1,50,0.04,0.06,-5,0,1.4412844213,1.92115538979,0.767013328535,7723.1039411,1761.73373898,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
134,1,50,0.04,0.06,-5,1,1.4412844213,1.44086654234,0.628950929399,6619.94049462,1444.62166596,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
135,1,50,0.04,0.06,0,0,1.47408089755,1.96487134632,0.759513328535,7898.84343513,1744.50717648,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
136,1,50,0.04,0.06,0,1,1.47408089755,1.47365350974,0.622800929399,6770.57746674,1430.49588471,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
137,1,50,0.04,0.06,5,0,1.4412844213,1.92115538979,0.767013328535,7723.1039411,1761.73373898,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
138,1,50,0.04,0.06,5,1,1.4412844213,1.44086654234,0.628950929399,6619.94049462,1444.62166596,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
139,1,50,0.04,0.085,-5,0,1.3359681033,1.7631809128,0.757588459025,7118.35789636,1740.08599182,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
140,1,50,0.04,0.085,-5,1,1.3359681033,1.3223856846,0.6212225364,6105.90635659,1426.87051329,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
141,1,50,0.04,0.085,0,0,1.36636810314,1.80330215471,0.750088459025,7280.33637349,1722.85942932,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
142,1,50,0.04,0.085,0,1,1.36636810314,1.35247661603,0.6150725364,6244.84646434,1412.74473204,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
143,1,50,0.04,0.085,5,0,1.3359681033,1.7631809128,0.757588459025,7118.35789636,1740.08599182,synthetic,True,1.0.0,1.0.0,2026-09-16T20:12:09.907988+00:00,42,schema_checked
